20:26:11: GetMCHelp:234-244 
13:39:27: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:27: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:27: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:26: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:26: 牧场发包错误屋里凡凡3号
13:39:26: 牧场发包错误:
13:39:26: 牧场发包错误:MCAcceptTask
13:39:26: MCAcceptTask:2031-274 
13:39:26: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:26: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:26: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:25: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:25: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:25: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:24: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:24: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:24: MCAcceptTask:2032-274 
13:39:24: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:24: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:23: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:23: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:23: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:23: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:22: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:22: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:22: MCAcceptTask:2031-274 
13:39:22: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:22: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:21: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:21: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:21: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:21: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:20: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:20: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:20: MCAcceptTask:2047-274 
13:39:20: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:20: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:19: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:19: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:19: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:19: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:18: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:18: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:18: GetMyPasture:2031-274 
13:39:18: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:18: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:17: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:17: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:17: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:17: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:16: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:16: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:16: 牧场发包错误屋里凡凡3号
13:39:16: 牧场发包错误:
13:39:16: 牧场发包错误:MCAcceptTask
13:39:16: MCAcceptTask:2032-274 
13:39:16: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:16: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:15: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:15: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:15: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:15: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:14: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:14: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:14: MCAcceptTask:2031-274 
13:39:14: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:14: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:13: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:13: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:13: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:12: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:12: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:12: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:12: MCAcceptTask:2047-274 
13:39:11: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:11: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:11: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:11: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:10: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:10: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:10: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:10: MCAcceptTask:2031-274 
13:39:10: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:09: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:09: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:09: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:09: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:08: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:08: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:08: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:08: GetMyPasture:2031-274 
13:39:08: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:07: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:07: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:07: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:07: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:06: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:06: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:06: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:39:06: 牧场发包错误屋里凡凡3号
13:39:06: 牧场发包错误:
13:39:06: 牧场发包错误:MCAcceptTask
13:39:06: MCAcceptTask:2032-274 
13:39:06: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:05: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:05: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:05: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:05: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:04: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:04: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:04: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:04: MCAcceptTask:2046-274 
13:39:04: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:03: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:03: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:03: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:03: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:02: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:02: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:02: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:02: MCAcceptTask:2032-274 
13:39:02: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:01: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:01: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:01: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:01: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:00: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:00: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:39:00: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:39:00: MCAcceptTask:2031-274 
13:39:00: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:59: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:59: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:59: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:59: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:58: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:58: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:58: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:58: GetMyPasture:2031-274 
13:38:57: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:57: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:57: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:57: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:56: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:56: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:56: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:56: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:56: 牧场发包错误屋里凡凡3号
13:38:56: 牧场发包错误:
13:38:56: 牧场发包错误:MCAcceptTask
13:38:56: MCAcceptTask:2047-274 
13:38:55: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:55: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:55: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:55: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:54: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:54: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:54: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:54: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:54: MCAcceptTask:2031-274 
13:38:53: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:53: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:53: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:53: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:52: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:52: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:52: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:52: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:52: MCAcceptTask:2032-274 
13:38:51: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:51: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:51: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:51: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:50: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:50: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:50: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:50: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:50: MCAcceptTask:2047-274 
13:38:49: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:49: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:49: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:48: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:48: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:48: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:48: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:47: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:47: GetMyPasture:2046-274 
13:38:47: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:47: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:47: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:46: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:46: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:46: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:46: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:45: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:45: 牧场发包错误屋里凡凡3号
13:38:45: 牧场发包错误:
13:38:45: 牧场发包错误:MCAcceptTask
13:38:45: MCAcceptTask:2031-274 
13:38:45: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:45: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:44: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:44: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:44: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:44: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:43: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:43: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:43: MCAcceptTask:2047-274 
13:38:43: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:43: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:42: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:42: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:42: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:42: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:41: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:41: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:41: MCAcceptTask:2031-274 
13:38:41: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:41: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:40: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:40: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:40: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:40: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:39: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:39: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:39: MCAcceptTask:2031-274 
13:38:39: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:39: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:38: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:38: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:38: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:38: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:37: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:37: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:37: GetMyPasture:2032-274 
13:38:37: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:37: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:36: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:36: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:36: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:36: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:35: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:35: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:38:35: 牧场发包错误屋里凡凡3号
13:38:35: 牧场发包错误:
13:38:35: 牧场发包错误:MCAcceptTask
13:38:35: MCAcceptTask:2031-274 
13:38:35: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:35: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:34: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:34: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:34: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:34: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:33: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:33: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:33: MCAcceptTask:2047-274 
13:38:33: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:38:32: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:38:32: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
